0	900.6922173345322	717.4332500891363
0	865.3447339306255	723.2042588893879
1	608.9229496875842	87.05893784589107
1	633.5129527991107	81.464940177279
1	658.0633291133242	72.07795681838431
1	682.8481819560449	60.61747286361312
2	336.1077552160829	24.39832548665101
2	359.5456924349239	9.93836816238357
3	699.0124757510547	80.75750786769834
3	728.1159274194162	79.01866205302753
3	765.6475861767403	89.61757263807709
3	784.1528919450395	71.59749196684719
3	802.198858576957	52.985165851668754
3	823.846545876569	39.80714975219816
3	849.4006420305594	32.6104742114037
4	581.5647656345172	101.9460796790266
4	546.4555921214878	96.70512573407724
4	521.0771916927573	84.08600632627838
5	864.1468538154369	309.5401499969334
6	675.9193668217749	250.85559288029833
6	684.5116117955113	224.89308773010129
6	697.7021975975757	199.52527324338436
6	721.085164023421	172.17577151535676
9	442.0922423437667	29.623109490491107
9	478.4840601463308	48.959618852288706
9	499.18811027562566	67.0956210581769
10	769.9597072801026	631.7172185091766
10	820.9059779360828	632.2793306174779
13	805.8620821216302	14.548591289810414
13	831.8865255660962	32.25680555366027
13	857.8042321504684	32.247768987740876
13	883.6124569000694	36.63203932530706
13	908.7683533064719	38.97666327442239
14	772.6135340985526	151.71182309880894
14	755.847343126746	193.9017486523029
15	657.6833569809886	65.62814209958191
15	682.6570646309672	62.09109014251196
15	708.0859569411053	61.75852109604373
17	147.34848823410914	680.8520857008434
17	178.7993329745162	671.8642093310647
17	207.81126303846096	664.3011566874455
17	241.15726911116113	660.9711572266921
17	266.3420373341093	653.4867251634602
17	294.2415693880231	648.3007757462539
18	2.1551190855003526	678.1132540930663
18	27.128941427967668	685.7102553336291
18	55.09018264241759	682.4866492201771
18	81.20754149090882	676.4951111442467
19	788.9187432710625	11.44603742508603
22	588.0123501796913	284.57222420589596
22	574.7482866288948	309.63782964996284
25	441.10552887601915	27.79617702310774
25	414.8583088260192	25.70624378437788
26	667.5489076648398	256.09128985038285
26	658.2842391446961	281.5022138677878
26	645.836902045418	305.42828993630286
26	633.5940961448522	328.329294199996
31	656.4707330396457	487.2320925793917
31	678.266297541951	500.76568106209766
31	704.9710617626824	509.9272720609364
31	730.5851487393113	519.882738825464
31	758.9396301347736	534.6447005447691
32	605.947778921443	469.21530471723116
32	629.5752502003859	479.4615523337433
32	650.5762136002558	493.91948259566544
33	585.290358956892	413.08922775426123
33	595.046893868898	437.5478259253548
33	584.9399803265155	464.70471273569973
34	596.1477030549474	354.3140911839264
34	593.4894801559244	380.2352535464337
34	595.4676126709907	406.27752262620436
35	730.1743893873776	159.69901376072625
35	742.1929378427035	136.2170157718443
35	753.1479498962649	113.1324776084517
36	824.3388532273876	565.8693175757743
36	852.9572646345445	577.5581592617887
38	638.8674900382447	322.031059248053
38	626.9292171055413	346.75782886901555
38	617.2831200598467	372.6029060804083
39	628.2321704178527	90.55324672829751
39	609.7955917079503	114.83292626932555
40	407.4778601439872	608.2746913264699
42	777.2668376487005	539.8011787954546
42	800.6522011420818	551.7733913108198
43	594.8475268565679	605.5568485426752
47	153.25520108367118	679.2630814011957
47	125.41054278258672	681.358454452089
54	196.81982213350278	66.45862927423552
54	170.41749016631425	73.14714783220884
