1	57	157157157	891.6316666670027	725.760000000002	891.7233333329932	725.7999999999993
1	66	190312299	889.7649999999994	729.8133333333026	889.1083333330025	729.2666666666992
1	67	190312299	889.1083333330025	729.2666666666992	888.875	729.0749999999971
1	91	220503000	872.5050000000047	722.4883333332982	885.6916666670004	717.8100000000013
1	92	220503000	885.6916666670004	717.8100000000013	895.0783333330037	713.9083333333001
1	93	220503000	895.0783333330037	713.9083333333001	909.2233333330078	706.3133333332989
1	159	410828833	890.5266666670068	727.1483333333017	890.4666666669946	727.1116666667003
1	300	412040210	889.9333333329996	729.9900000000016	890.6133333329926	729.2466666667024
1	302	412040210	891.0266666670068	724.2533333333013	890.1999999999971	720.8866666667018
1	303	412040210	890.1999999999971	720.8866666667018	891.4666666670091	719.3566666666993
1	304	412040210	891.4666666670091	719.3566666666993	888.0666666670004	719.2099999999991
1	306	412040210	884.0266666670068	718.1500000000015	877.7333333330025	720.5333333333001
1	312	412047670	890.2933333330002	729.2333333333008	891.0800000000017	728.3133333332989
1	314	412047670	890.8800000000047	723.4799999999996	889.1866666670103	720.9133333333011
1	316	412047670	885.6666666669917	720.3199999999997	878.0266666670068	724.25
1	357	412326490	887.320000000007	704.1266666666997	887.2799999999988	704.0900000000001
1	373	412356240	884.9583333330083	705.0316666666986	884.9466666669905	705.0333333333001
1	454	412365460	887.1733333330048	704.4000000000015	887.1866666669957	704.3833333333023
1	458	412370935	884.8666666670033	704.1000000000022	884.8333333329938	704.083333333303
1	467	412372770	891.0066666670027	722.5833333332994	889.0566666670056	719.4600000000028
1	468	412372770	889.0566666670056	719.4600000000028	886.6999999999971	719.6316666667008
1	469	412372770	886.6999999999971	719.6316666667008	878.9316666670056	724.0616666667011
1	481	412372770	878.2783333330008	724.0283333333027	887.0566666669911	720.7733333332981
1	482	412372770	887.0566666669911	720.7733333332981	892.0016666669981	721.4700000000012
1	483	412372770	892.0016666669981	721.4700000000012	892.5066666670027	721.9716666667009
1	484	412372770	892.5066666670027	721.9716666667009	892.4216666669963	721.8333333332994
1	485	412372770	892.4216666669963	721.8333333332994	891.1100000000006	722.5066666667008
1	488	412372780	889.606666666994	729.6933333333	889.5916666670091	729.7100000000028
1	489	412372810	890.1666666670062	729.2816666667022	891.1499999999942	727.7316666666993
1	491	412372810	891.0200000000041	723.1283333333013	889.4349999999977	720.5450000000019
1	493	412372810	884.7250000000058	720.3516666667019	875.4150000000081	724.9616666667025
1	513	412372810	881.8050000000076	722.7799999999988	887.0950000000012	720.5933333333014
1	514	412372810	887.0950000000012	720.5933333333014	892.106666666994	721.1150000000016
1	515	412372810	892.106666666994	721.1150000000016	892.2633333330014	721.3983333333017
1	516	412372810	892.2633333330014	721.3983333333017	891.196666667005	722.0950000000012
1	517	412372810	891.196666667005	722.0950000000012	891.1216666669934	727.5716666666995
1	518	412372810	891.1216666669934	727.5716666666995	889.9933333329973	729.4349999999977
1	523	412375610	892.4566666669998	721.9850000000006	889.448333332999	719.9333333332979
1	524	412375610	889.448333332999	719.9333333332979	886.4883333329926	719.8450000000012
