0	0	1097.0832999999984	33.88889000000199
0	0	1120.8332999999984	33.88889000000199
0	0	1120.9100313005765	15.023487872353144
0	0	1097.0832999999984	33.88889000000199
0	1	1107.2285824184364	660.6829193504927
0	1	1219	645.6666700000023
0	1	995.6667000000016	676.6666699999987
0	1	1107.2285824184364	660.6829193504927
0	2	506.72277832032705	607.3259731388753
0	2	979	665.6666699999987
0	2	508.78271484376455	606.734266553136
0	2	153.33329999999842	680.6666700000023
0	2	506.72277832032705	607.3259731388753
0	3	1480.9010925293114	458.250393072165
0	3	1735.6667000000016	458.16667000000234
0	3	1480.6667000000016	458.16667000000234
0	3	1409	493.16667000000234
0	3	1480.9010925293114	458.250393072165
0	4	661.0463562011864	515.5685385693905
0	4	815.6667000000016	494.83332999999766
0	4	660.6667000000016	515.6666699999987
0	4	567.3332999999984	472.3333300000013
0	4	661.0463562011864	515.5685385693905
0	5	1253.0378407598037	196.97747813268506
0	5	1376	153.8333300000013
0	5	1129.5	240
0	5	1253.0378407598037	196.97747813268506
0	6	618.9893188476708	402.0845731285044
0	6	719.582885742202	381.3291661484618
0	6	852.3332999999984	325.66667000000234
0	6	719	382.33332999999766
0	6	619	402.3333300000013
0	6	567.3332999999984	472.3333300000013
0	6	618.9893188476708	402.0845731285044
0	7	821.1635055541992	276.11340762023246
0	7	856.6115798950341	276.0763008146678
0	7	875.1667000000016	295.6666699999987
0	7	856.5	276.1666699999987
0	7	821	276.1666699999987
0	7	797	286.3333300000013
0	7	821.1635055541992	276.11340762023246
0	8	820.3481140136864	41.80355577697992
0	8	954.666699999987	41.8333300000013
0	8	820.3332999999984	41.8333300000013
0	8	767.3332999999984	90.66667000000234
0	8	820.3481140136864	41.80355577697992
0	9	637.9579010009766	83.45285085200521
0	9	654.0082397460938	75.64493657423009
0	9	727.3332999999984	80.6666699999987
0	9	654	75.66667000000234
0	9	601.5	114
0	9	637.9579010009766	83.45285085200521
