0	100260	907.2999999999884	708.2400000000016	907.2999999999884	708.2400000000016
1	100394	904.6999999999971	706.5900000000001	904.6999999999971	706.5900000000001
2	4130000	627.7250000000058	52.38166666670077	627.7250000000058	52.38166666670077
3	4132387	336.6983333330136	5.413333333301125	336.6983333330136	5.413333333301125
4	4132388	23.95833333300834	159.32833333329836	23.95833333300834	159.32833333329836
5	4132504	757.0966666669992	73.45499999999811	757.0966666669992	73.45499999999811
6	4132506	554.3333333329938	119.66666666670062	554.3333333329938	119.66666666670062
7	4132507	882.7850000000035	272.5400000000009	882.7850000000035	272.5400000000009
8	4132516	713.1366666670074	219.5183333333007	713.1366666670074	219.5183333333007
9	9020515	642.8666666670033	183.95000000000073	642.8266666669952	183.93333333330156
10	9988445	757.0	73.5	757.0	73.5
11	20020020	515.9400000000023	436.2000000000007	517.1533333330008	435.3250000000007
12	21021021	515.9400000000023	464.8700000000026	517.0200000000041	463.93833333329894
13	22022022	516.0200000000041	488.37333333330025	517.1466666670021	487.4066666667022
14	23023023	515.8866666670074	475.8366666667025	517.0466666669963	474.9866666666967
15	50607001	515.7799999999988	472.06833333329996	517.0	471.1949999999997
16	50607002	516.0200000000041	432.00333333329763	517.1000000000058	431.0983333332988
17	60619003	856.4933333329973	303.27000000000044	856.503333332992	303.2800000000025
18	60708006	516.0866666669899	479.77500000000146	517.1000000000058	478.791666666697
19	60708007	515.9400000000023	461.130000000001	516.9933333329973	460.2316666666993
20	60708008	515.8466666669992	440.5216666667002	517.0666666670004	439.6533333332991
21	60708010	517.1133333330072	467.69333333329996	517.053333332995	467.546666666698
22	60708011	517.1933333329944	490.97999999999956	517.1933333329944	490.97999999999956
23	62050004	786.5816666669998	581.9500000000007	787.1200000000099	581.7766666666976
24	62050004	787.1200000000099	581.7766666666976	786.928333332995	581.703333333302
25	96016390	474.33000000000175	65.08499999999913	474.87333333300194	64.6583333333001
26	100000087	515.9916666669887	448.55666666670004	516.7350000000006	448.00166666669975
27	100000362	620.3649999999907	65.6150000000016	620.448333332999	65.04999999999927
28	100000581	515.8150000000023	452.34000000000015	515.8150000000023	452.34000000000015
29	100000895	515.9083333330054	456.50833333329865	517.0316666669969	455.5983333332988
30	100000991	737.7316666670085	775.4049999999988	737.7316666670085	775.4049999999988
31	100062052	788.1900000000023	646.6266666666997	788.7899999999936	646.4966666666987
32	100062052	788.7899999999936	646.4966666666987	788.8866666669928	646.4916666667013
33	100062053	787.5333333330054	614.3066666667	788.1716666669963	613.9883333332982
34	100062053	788.1716666669963	613.9883333332982	788.3433333330031	614.1116666666967
35	100620531	769.7700000000041	646.6183333332992	770.6933333330089	646.2649999999994
36	100620531	770.6933333330089	646.2649999999994	770.8416666669946	646.3116666667011
37	100620534	749.7783333330008	643.1133333333019	750.8083333329996	642.7900000000009
38	100620534	750.8083333329996	642.7900000000009	752.7683333329915	639.9749999999985
39	100620535	765.8716666669934	618.9733333333024	766.5133333330014	618.8400000000001
